sample,time,optimized_price,noise,ess_offer,ess_bid,demand,thermal,renewable,charge,discharge,soc,price,objective_value,ess_surplus,ess_profit,cost_to_serve,actual_cost
15,2,50.0,-18.1745,31.8255,50.0,200.0,10.0,100.0,-0.0,90.0,0.0,50.0,13479.41,12251.78,12864.0,26636.0,4250.0
15,3,-0.0,-18.1745,0.0,0.0,300.0,0.0,322.22,22.22,0.0,20.0,-0.0,13479.41,12251.78,12864.0,26636.0,4250.0
15,4,-0.0,-18.1745,0.0,0.0,300.0,0.0,500.0,200.0,0.0,200.0,-0.0,13479.41,12251.78,12864.0,26636.0,4250.0
15,5,50.0,-18.1745,31.8255,50.0,200.0,0.0,25.0,-0.0,175.0,25.0,50.0,13479.41,12251.78,12864.0,26636.0,4250.0
15,6,50.0,-18.1745,31.8255,40.0,100.0,75.0,0.0,-0.0,25.0,0.0,50.0,13479.41,12251.78,12864.0,26636.0,4250.0
16,1,43.1,-12.6893,30.4107,0.0,100.0,0.0,200.0,100.0,0.0,90.0,11.42,15070.11,12745.78,13358.0,26142.0,4250.0
16,2,50.0,-12.6893,37.3107,50.0,200.0,10.0,100.0,-0.0,90.0,0.0,50.0,15070.11,12745.78,13358.0,26142.0,4250.0
16,3,-0.0,-12.6893,0.0,0.0,300.0,0.0,322.22,22.22,0.0,20.0,-0.0,15070.11,12745.78,13358.0,26142.0,4250.0
16,4,-0.0,-12.6893,0.0,0.0,300.0,0.0,500.0,200.0,0.0,200.0,-0.0,15070.11,12745.78,13358.0,26142.0,4250.0
16,5,50.0,-12.6893,37.3107,50.0,200.0,0.0,25.0,-0.0,175.0,25.0,50.0,15070.11,12745.78,13358.0,26142.0,4250.0
16,6,50.0,-12.6893,37.3107,40.0,100.0,75.0,0.0,-0.0,25.0,0.0,50.0,15070.11,12745.78,13358.0,26142.0,4250.0
17,1,43.1,5.7405,48.8405,0.0,100.0,0.0,100.0,0.0,0.0,-0.0,-0.0,19180.54,4022.17,4180.5,26148.0,15574.0
17,2,50.0,5.7405,55.7405,50.0,200.0,100.0,100.0,0.0,0.0,0.0,50.0,19180.54,4022.17,4180.5,26148.0,15574.0
17,3,-0.0,5.7405,5.7405,0.0,300.0,0.0,300.0,0.0,0.0,-0.0,-0.0,19180.54,4022.17,4180.5,26148.0,15574.0
17,4,-0.0,5.7405,5.7405,0.0,300.0,0.0,383.33,83.33,0.0,75.0,-0.0,19180.54,4022.17,4180.5,26148.0,15574.0
17,5,50.0,5.7405,55.7405,50.0,200.0,100.0,25.0,0.0,75.0,0.0,55.74,19180.54,4022.17,4180.5,26148.0,15574.0
17,6,50.0,5.7405,55.7405,40.0,100.0,100.0,0.0,0.0,0.0,-0.0,50.0,19180.54,4022.17,4180.5,26148.0,15574.0
18,1,43.1,15.1395,58.2395,0.0,100.0,0.0,100.0,0.0,0.0,-0.0,-0.0,19885.46,4727.17,4885.5,28028.0,16514.0
18,2,50.0,15.1395,65.1395,50.0,200.0,100.0,100.0,0.0,0.0,0.0,50.0,19885.46,4727.17,4885.5,28028.0,16514.0
18,3,-0.0,15.1395,15.1395,0.0,300.0,0.0,300.0,0.0,0.0,-0.0,-0.0,19885.46,4727.17,4885.5,28028.0,16514.0
18,4,-0.0,15.1395,15.1395,0.0,300.0,0.0,383.33,83.33,0.0,75.0,-0.0,19885.46,4727.17,4885.5,28028.0,16514.0
18,5,50.0,15.1395,65.1395,50.0,200.0,100.0,25.0,0.0,75.0,0.0,65.14,19885.46,4727.17,4885.5,28028.0,16514.0
18,6,50.0,15.1395,65.1395,40.0,100.0,100.0,0.0,0.0,0.0,-0.0,50.0,19885.46,4727.17,4885.5,28028.0,16514.0
19,1,43.1,14.7694,57.8694,0.0,100.0,0.0,100.0,0.0,0.0,-0.0,-0.0,19857.7,4699.42,4857.75,27954.0,16477.0
19,2,50.0,14.7694,64.7694,50.0,200.0,100.0,100.0,0.0,0.0,0.0,50.0,19857.7,4699.42,4857.75,27954.0,16477.0
19,3,-0.0,14.7694,14.7694,0.0,300.0,0.0,300.0,0.0,0.0,-0.0,-0.0,19857.7,4699.42,4857.75,27954.0,16477.0
19,4,-0.0,14.7694,14.7694,0.0,300.0,0.0,383.33,83.33,0.0,75.0,-0.0,19857.7,4699.42,4857.75,27954.0,16477.0
19,5,50.0,14.7694,64.7694,50.0,200.0,100.0,25.0,0.0,75.0,0.0,64.77,19857.7,4699.42,4857.75,27954.0,16477.0
19,6,50.0,14.7694,64.7694,40.0,100.0,100.0,0.0,0.0,0.0,-0.0,50.0,19857.7,4699.42,4857.75,27954.0,16477.0
20,1,43.1,7.4131,50.5131,0.0,100.0,0.0,100.0,0.0,0.0,-0.0,-0.0,19305.98,4147.42,4305.75,26482.0,15741.0
20,2,50.0,7.4131,57.4131,50.0,200.0,100.0,100.0,0.0,0.0,0.0,50.0,19305.98,4147.42,4305.75,26482.0,15741.0
20,3,-0.0,7.4131,7.4131,0.0,300.0,0.0,300.0,0.0,0.0,-0.0,-0.0,19305.98,4147.42,4305.75,26482.0,15741.0
20,4,-0.0,7.4131,7.4131,0.0,300.0,0.0,383.33,83.33,0.0,75.0,-0.0,19305.98,4147.42,4305.75,26482.0,15741.0
20,5,50.0,7.4131,57.4131,50.0,200.0,100.0,25.0,0.0,75.0,0.0,57.41,19305.98,4147.42,4305.75,26482.0,15741.0
20,6,50.0,7.4131,57.4131,40.0,100.0,100.0,0.0,0.0,0.0,-0.0,50.0,19305.98,4147.42,4305.75,26482.0,15741.0
21,1,43.1,9.4359,52.5359,0.0,100.0,0.0,100.0,0.0,0.0,-0.0,-0.0,19457.69,4299.67,4458.0,26888.0,15944.0
21,2,50.0,9.4359,59.4359,50.0,200.0,100.0,100.0,0.0,0.0,0.0,50.0,19457.69,4299.67,4458.0,26888.0,15944.0
21,3,-0.0,9.4359,9.4359,0.0,300.0,0.0,300.0,0.0,0.0,-0.0,-0.0,19457.69,4299.67,4458.0,26888.0,15944.0
21,4,-0.0,9.4359,9.4359,0.0,300.0,0.0,383.33,83.33,0.0,75.0,-0.0,19457.69,4299.67,4458.0,26888.0,15944.0
21,5,50.0,9.4359,59.4359,50.0,200.0,100.0,25.0,0.0,75.0,0.0,59.44,19457.69,4299.67,4458.0,26888.0,15944.0
21,6,50.0,9.4359,59.4359,40.0,100.0,100.0,0.0,0.0,0.0,-0.0,50.0,19457.69,4299.67,4458.0,26888.0,15944.0
22,1,43.1,-16.516,26.584,0.0,100.0,0.0,200.0,100.0,0.0,90.0,14.86,13960.36,12401.78,13014.0,26486.0,4250.0
22,2,50.0,-16.516,33.484,50.0,200.0,10.0,100.0,-0.0,90.0,0.0,50.0,13960.36,12401.78,13014.0,26486.0,4250.0
22,3,-0.0,-16.516,0.0,0.0,300.0,0.0,322.22,22.22,0.0,20.0,-0.0,13960.36,12401.78,13014.0,26486.0,4250.0
22,4,-0.0,-16.516,0.0,0.0,300.0,0.0,500.0,200.0,0.0,200.0,-0.0,13960.36,12401.78,13014.0,26486.0,4250.0
22,5,50.0,-16.516,33.484,50.0,200.0,0.0,25.0,-0.0,175.0,25.0,50.0,13960.36,12401.78,13014.0,26486.0,4250.0
22,6,50.0,-16.516,33.484,40.0,100.0,75.0,0.0,-0.0,25.0,0.0,50.0,13960.36,12401.78,13014.0,26486.0,4250.0
23,1,43.1,-4.1633,38.9367,0.0,100.0,0.0,200.0,100.0,0.0,90.0,3.75,17542.65,13512.78,14125.0,25375.0,4250.0
23,2,50.0,-4.1633,45.8367,50.0,200.0,10.0,100.0,-0.0,90.0,0.0,50.0,17542.65,13512.78,14125.0,25375.0,4250.0
23,3,-0.0,-4.1633,0.0,0.0,300.0,0.0,322.22,22.22,0.0,20.0,-0.0,17542.65,13512.78,14125.0,25375.0,4250.0
23,4,-0.0,-4.1633,0.0,0.0,300.0,0.0,500.0,200.0,0.0,200.0,-0.0,17542.65,13512.78,14125.0,25375.0,4250.0
23,5,50.0,-4.1633,45.8367,50.0,200.0,0.0,25.0,-0.0,175.0,25.0,50.0,17542.65,13512.78,14125.0,25375.0,4250.0
